# scout01 2대 동시 게이트 전 구간 참값 대조 1 Hz 다운샘플 (원본 10 Hz 38454행) — RTF(Δt_sim/Δt_wall)·통로 내 횡오차의 근거
# t_wall_s 는 참값 기록 시작 기준. gt=gz 참값, est=map→base_link TF.
t_wall_s,t_sim_s,gt_x,gt_y,gt_yaw_deg,est_x,est_y,est_yaw_deg,err_x,err_y,err_yaw_deg
1.493,9328.700,-64.4167,35.9410,-90.000,-64.5068,35.8629,-89.408,-0.0901,-0.0781,0.592
4.043,9329.700,-64.4167,35.9410,-90.000,-64.5066,35.8603,-89.425,-0.0899,-0.0807,0.575
6.643,9330.700,-64.4167,35.9410,-90.000,-64.5097,35.8642,-89.417,-0.0930,-0.0768,0.583
9.260,9331.700,-64.4167,35.9410,-90.000,-64.5098,35.8611,-89.417,-0.0931,-0.0799,0.583
11.900,9332.700,-64.4167,35.9410,-90.000,-64.5148,35.8614,-89.400,-0.0981,-0.0796,0.600
14.482,9333.700,-64.4167,35.9410,-90.000,-64.5123,35.8575,-89.408,-0.0956,-0.0835,0.592
17.076,9334.700,-64.4167,35.9410,-90.000,-64.5065,35.8584,-89.425,-0.0898,-0.0826,0.575
19.753,9335.700,-64.4167,35.9410,-90.000,-64.5105,35.8635,-89.417,-0.0938,-0.0775,0.583
22.351,9336.700,-64.4167,35.9410,-90.000,-64.5098,35.8572,-89.408,-0.0931,-0.0838,0.592
24.981,9337.700,-64.4167,35.9410,-90.000,-64.5036,35.8614,-89.417,-0.0869,-0.0796,0.583
27.613,9338.700,-64.4172,35.9229,-89.846,-64.5079,35.8410,-89.243,-0.0907,-0.0819,0.602
30.290,9339.700,-64.4174,35.6716,-86.149,-64.4143,35.6283,-85.741,0.0030,-0.0433,0.407
32.928,9340.700,-64.3987,35.4027,-87.094,-64.4895,35.3625,-86.599,-0.0908,-0.0403,0.496
35.699,9341.700,-64.3853,35.1367,-88.697,-64.4560,35.1032,-88.288,-0.0707,-0.0336,0.409
38.358,9342.700,-64.3770,34.8634,-89.308,-64.4109,34.8494,-88.988,-0.0338,-0.0140,0.319
41.030,9343.700,-64.3724,34.5911,-89.144,-64.4000,34.5772,-88.850,-0.0276,-0.0140,0.293
43.669,9344.700,-64.3683,34.3222,-90.844,-64.3993,34.3056,-90.595,-0.0310,-0.0166,0.249
46.312,9345.700,-64.3745,34.0492,-90.003,-64.4753,34.0456,-89.807,-0.1008,-0.0036,0.195
48.943,9346.700,-64.3730,33.7846,-89.091,-64.3497,33.7706,-88.906,0.0233,-0.0140,0.186
51.606,9347.700,-64.3695,33.5148,-89.973,-64.3981,33.4980,-89.655,-0.0286,-0.0168,0.317
54.246,9348.700,-64.3659,33.2491,-91.957,-64.3910,33.2122,-91.559,-0.0251,-0.0369,0.398
56.976,9349.700,-64.3755,32.9745,-92.713,-64.3860,32.9344,-92.479,-0.0105,-0.0401,0.234
59.584,9350.700,-64.3890,32.7022,-92.218,-64.4188,32.6695,-92.101,-0.0298,-0.0327,0.116
62.186,9351.700,-64.3988,32.4363,-89.197,-64.4630,32.4467,-88.999,-0.0642,0.0104,0.198
64.801,9352.700,-64.3961,32.1702,-90.732,-64.4599,32.1766,-90.471,-0.0638,0.0065,0.261
67.501,9353.700,-64.3999,31.9035,-89.404,-64.4055,31.8919,-89.232,-0.0056,-0.0116,0.172
70.105,9354.700,-64.3975,31.6315,-89.913,-64.4489,31.6239,-89.726,-0.0514,-0.0076,0.186
72.772,9355.700,-64.3948,31.3607,-89.943,-64.4018,31.3423,-89.778,-0.0070,-0.0183,0.165
75.385,9356.700,-64.3969,31.0910,-91.711,-64.4290,31.1100,-91.655,-0.0321,0.0190,0.056
77.998,9357.700,-64.4066,30.8363,-89.268,-64.4955,30.8482,-89.002,-0.0889,0.0119,0.266
80.649,9358.700,-64.4025,30.5689,-88.951,-64.4126,30.5789,-88.712,-0.0101,0.0101,0.238
83.380,9359.700,-64.3981,30.3008,-89.792,-64.4690,30.2979,-89.581,-0.0709,-0.0029,0.211
85.982,9360.700,-64.4001,30.0343,-88.880,-64.5189,30.0449,-88.662,-0.1189,0.0105,0.218
88.614,9361.700,-64.3907,29.7720,-86.382,-64.4760,29.7709,-86.105,-0.0853,-0.0011,0.277
91.245,9362.700,-64.3720,29.5008,-87.658,-64.3712,29.4875,-87.349,0.0008,-0.0134,0.309
93.793,9363.700,-64.3573,29.2485,-90.835,-64.3465,29.2591,-90.347,0.0109,0.0106,0.489
96.448,9364.700,-64.3616,28.9831,-90.784,-64.4250,28.9921,-90.339,-0.0634,0.0090,0.445
99.091,9365.700,-64.3650,28.7070,-90.803,-64.4115,28.6941,-90.360,-0.0465,-0.0130,0.443
101.802,9366.700,-64.3673,28.4411,-90.972,-64.4023,28.4456,-90.626,-0.0349,0.0045,0.345
104.455,9367.700,-64.3710,28.1692,-90.369,-64.4077,28.1677,-89.995,-0.0367,-0.0015,0.374
107.059,9368.700,-64.3727,27.9014,-92.388,-64.3889,27.8787,-92.062,-0.0161,-0.0227,0.325
109.715,9369.700,-64.3856,27.6389,-90.908,-64.4214,27.6075,-90.715,-0.0358,-0.0314,0.194
112.407,9370.700,-64.3909,27.3711,-91.862,-64.4177,27.3564,-91.794,-0.0267,-0.0147,0.069
115.014,9371.700,-64.3990,27.0989,-90.655,-64.3530,27.0640,-90.691,0.0459,-0.0349,-0.037
117.681,9372.700,-64.4031,26.8300,-90.181,-64.4113,26.7932,-90.120,-0.0082,-0.0368,0.061
120.326,9373.700,-64.4044,26.5539,-89.656,-64.4430,26.5355,-89.501,-0.0386,-0.0184,0.155
123.034,9374.700,-64.4010,26.2801,-89.535,-64.3923,26.2966,-89.368,0.0087,0.0164,0.167
125.674,9375.700,-64.4035,26.0146,-88.835,-64.4436,26.0155,-88.686,-0.0401,0.0008,0.148
128.352,9376.700,-64.3985,25.7433,-90.426,-64.3793,25.7231,-90.130,0.0192,-0.0203,0.297
131.151,9377.700,-64.4001,25.4758,-90.131,-64.3864,25.4444,-89.933,0.0137,-0.0314,0.198
133.888,9378.700,-64.4000,25.2047,-90.488,-64.4084,25.1962,-90.308,-0.0084,-0.0085,0.180
136.617,9379.700,-64.4040,24.8644,-90.764,-64.4371,24.8613,-90.638,-0.0330,-0.0031,0.125
139.262,9380.700,-64.4072,24.1912,-89.630,-64.3989,24.2143,-89.542,0.0083,0.0231,0.087
141.915,9381.700,-64.4044,23.5130,-89.748,-64.4187,23.5513,-89.623,-0.0142,0.0383,0.125
144.593,9382.700,-64.4026,22.8410,-90.546,-64.3725,22.8771,-90.472,0.0301,0.0360,0.074
147.424,9383.700,-64.4171,22.1933,-93.249,-64.2712,22.1963,-93.370,0.1458,0.0030,-0.121
150.079,9384.700,-64.4574,21.5619,-91.971,-64.4456,21.6047,-92.137,0.0118,0.0428,-0.167
152.725,9385.700,-64.4633,20.9128,-89.835,-64.3943,20.9601,-90.257,0.0690,0.0473,-0.422
155.343,9386.700,-64.4556,20.2385,-88.533,-64.4784,20.2974,-88.845,-0.0228,0.0589,-0.312
157.945,9387.700,-64.4385,19.5938,-86.144,-64.5485,19.5936,-86.468,-0.1101,-0.0002,-0.324
160.578,9388.700,-64.3877,18.9334,-85.443,-64.4645,18.9148,-85.363,-0.0768,-0.0186,0.080
163.184,9389.700,-64.3462,18.2951,-89.353,-64.4202,18.2839,-89.006,-0.0740,-0.0111,0.348
165.831,9390.700,-64.3472,17.6286,-91.472,-64.3737,17.6427,-91.167,-0.0265,0.0141,0.304
168.522,9391.700,-64.3600,16.9664,-88.936,-64.4521,16.9636,-88.614,-0.0921,-0.0028,0.322
171.246,9392.700,-64.3499,16.3169,-86.921,-64.5291,16.3189,-86.528,-0.1792,0.0020,0.393
173.914,9393.700,-64.3055,15.6553,-86.144,-64.4267,15.6592,-85.584,-0.1212,0.0038,0.559
176.596,9394.700,-64.2757,15.0172,-91.155,-64.3634,15.0055,-90.397,-0.0876,-0.0117,0.758
179.258,9395.700,-64.2990,14.3454,-93.244,-64.3898,14.3721,-92.613,-0.0907,0.0267,0.631
182.015,9396.700,-64.3285,13.6963,-89.450,-64.4313,13.7150,-89.029,-0.1028,0.0187,0.422
184.653,9397.700,-64.3184,13.0179,-88.613,-64.3914,13.0435,-88.114,-0.0730,0.0256,0.499
187.328,9398.700,-64.3115,12.3372,-90.071,-64.3987,12.3651,-89.440,-0.0872,0.0279,0.630
189.932,9399.700,-64.3171,11.6706,-92.467,-64.3247,11.6778,-91.769,-0.0077,0.0072,0.698
192.646,9400.700,-64.3556,11.0020,-92.573,-64.4163,11.0301,-92.184,-0.0607,0.0282,0.389
195.275,9401.700,-64.3794,10.3371,-92.138,-64.3802,10.3356,-91.873,-0.0008,-0.0015,0.266
197.949,9402.700,-64.4156,9.6902,-91.410,-64.5019,9.7162,-91.296,-0.0862,0.0260,0.114
200.560,9403.700,-64.4198,9.0241,-90.059,-64.4153,9.0370,-90.015,0.0045,0.0130,0.044
203.321,9404.700,-64.4275,8.3669,-90.958,-64.4757,8.3952,-90.974,-0.0482,0.0283,-0.016
205.959,9405.700,-64.4249,7.6949,-89.110,-64.4362,7.6787,-89.069,-0.0113,-0.0162,0.041
208.660,9406.700,-64.4124,7.0110,-89.512,-64.4413,7.0099,-89.369,-0.0289,-0.0011,0.143
211.450,9407.700,-64.4011,6.3387,-88.611,-64.4850,6.3340,-88.413,-0.0839,-0.0047,0.198
214.173,9408.700,-64.3751,5.6639,-86.997,-64.4977,5.7113,-86.703,-0.1226,0.0474,0.295
216.891,9409.700,-64.3371,5.0044,-89.125,-64.3614,5.0517,-88.567,-0.0243,0.0473,0.558
219.571,9410.700,-64.3376,4.3388,-89.804,-64.4137,4.3635,-89.236,-0.0761,0.0247,0.567
222.362,9411.700,-64.3395,3.6512,-90.680,-64.4211,3.7045,-90.166,-0.0816,0.0533,0.515
225.199,9412.700,-64.3418,2.9783,-90.328,-64.4509,2.9960,-89.924,-0.1091,0.0177,0.405
228.023,9413.700,-64.3466,2.3133,-90.144,-64.4944,2.3507,-89.617,-0.1478,0.0374,0.527
230.757,9414.700,-64.3358,1.6549,-89.786,-64.4661,1.6512,-89.236,-0.1303,-0.0036,0.549
233.650,9415.700,-64.3249,0.9813,-88.999,-64.3949,1.0136,-88.435,-0.0700,0.0323,0.564
236.544,9416.700,-64.3235,0.3154,-90.737,-64.4079,0.3362,-90.115,-0.0844,0.0208,0.622
239.423,9417.700,-64.3357,-0.3302,-94.964,-64.3482,-0.3355,-94.410,-0.0126,-0.0054,0.554
242.243,9418.700,-64.3959,-0.9745,-91.590,-64.4426,-0.9702,-91.391,-0.0466,0.0042,0.199
245.086,9419.700,-64.4056,-1.6391,-88.661,-64.4584,-1.6298,-88.612,-0.0528,0.0093,0.049
247.894,9420.700,-64.3870,-2.3154,-89.364,-64.4164,-2.2807,-89.194,-0.0294,0.0347,0.170
250.745,9421.700,-64.3801,-2.9985,-89.768,-64.3899,-2.9681,-89.471,-0.0099,0.0304,0.297
253.485,9422.700,-64.3841,-3.6755,-90.862,-64.4098,-3.6228,-90.588,-0.0257,0.0527,0.274
256.234,9423.700,-64.3927,-4.3547,-90.195,-64.4024,-4.3162,-90.067,-0.0097,0.0385,0.127
259.027,9424.700,-64.4003,-5.0352,-90.034,-64.4100,-5.0024,-89.973,-0.0097,0.0328,0.061
261.783,9425.700,-64.4054,-5.7097,-89.691,-64.4362,-5.6898,-89.664,-0.0308,0.0199,0.028
264.637,9426.700,-64.3972,-6.3852,-88.876,-64.4476,-6.3472,-88.804,-0.0504,0.0380,0.073
267.443,9427.700,-64.3843,-7.0651,-88.741,-64.4314,-7.0186,-88.567,-0.0471,0.0465,0.174
270.209,9428.700,-64.3755,-7.7448,-89.398,-64.4584,-7.7174,-89.097,-0.0829,0.0273,0.301
273.013,9429.700,-64.3657,-8.4215,-90.413,-64.4939,-8.3604,-90.146,-0.1283,0.0611,0.267
275.801,9430.700,-64.3576,-9.0742,-87.056,-64.4889,-9.0266,-86.780,-0.1313,0.0477,0.276
278.543,9431.700,-64.3164,-9.7384,-87.389,-64.3835,-9.6958,-86.846,-0.0671,0.0426,0.543
281.288,9432.700,-64.3013,-10.3700,-91.414,-64.3793,-10.3300,-90.747,-0.0780,0.0400,0.666
284.134,9433.700,-64.3217,-11.0559,-91.767,-64.4109,-10.9882,-91.215,-0.0893,0.0677,0.552
286.947,9434.700,-64.3372,-11.7295,-90.381,-64.3894,-11.7002,-89.918,-0.0522,0.0293,0.463
289.822,9435.700,-64.3450,-12.4145,-91.244,-64.3953,-12.3475,-90.803,-0.0503,0.0670,0.441
292.588,9436.700,-64.3606,-13.1006,-92.291,-64.4051,-13.0569,-91.936,-0.0446,0.0438,0.355
295.333,9437.700,-64.3852,-13.7447,-94.412,-64.2716,-13.7151,-94.343,0.1136,0.0296,0.070
298.191,9438.700,-64.4513,-14.4108,-96.331,-64.3173,-14.3977,-96.535,0.1340,0.0131,-0.204
300.984,9439.700,-64.5133,-15.0352,-91.256,-64.5153,-15.0533,-91.700,-0.0020,-0.0181,-0.445
303.732,9440.700,-64.5166,-15.6703,-91.025,-64.3596,-15.6676,-91.661,0.1570,0.0027,-0.636
306.626,9441.700,-64.5268,-16.3278,-87.930,-64.4642,-16.2978,-88.685,0.0626,0.0300,-0.755
309.465,9442.700,-64.4851,-16.9697,-83.490,-64.5125,-16.9184,-84.137,-0.0273,0.0512,-0.647
312.173,9443.700,-64.4159,-17.6081,-86.324,-64.3830,-17.5843,-86.540,0.0328,0.0238,-0.216
314.899,9444.700,-64.3868,-18.2474,-85.788,-64.5482,-18.2021,-85.924,-0.1614,0.0453,-0.136
317.649,9445.700,-64.3330,-18.9006,-87.002,-64.3608,-18.8599,-86.663,-0.0278,0.0407,0.339
320.368,9446.700,-64.3197,-19.5527,-90.150,-64.3668,-19.5183,-89.726,-0.0471,0.0343,0.425
323.106,9447.700,-64.3177,-20.2334,-89.314,-64.4367,-20.1732,-88.806,-0.1190,0.0601,0.508
325.832,9448.700,-64.3184,-20.8906,-89.439,-64.4548,-20.8566,-88.998,-0.1365,0.0339,0.441
328.579,9449.700,-64.3054,-21.5553,-88.538,-64.4026,-21.5082,-87.951,-0.0973,0.0470,0.587
331.407,9450.700,-64.2892,-22.1980,-92.476,-64.3115,-22.1433,-91.662,-0.0222,0.0547,0.814
334.237,9451.700,-64.3271,-22.8558,-93.519,-64.4185,-22.7928,-92.828,-0.0915,0.0630,0.691
337.119,9452.700,-64.3715,-23.5170,-92.016,-64.4547,-23.4563,-91.657,-0.0832,0.0607,0.359
339.977,9453.700,-64.3905,-24.1635,-91.855,-64.4244,-24.0914,-91.664,-0.0338,0.0721,0.192
342.817,9454.700,-64.4145,-24.8401,-92.387,-64.4487,-24.7736,-92.337,-0.0343,0.0665,0.050
345.609,9455.700,-64.4360,-25.2444,-88.291,-64.4735,-25.2269,-88.475,-0.0375,0.0175,-0.184
348.418,9456.700,-64.4269,-25.5131,-88.680,-64.4712,-25.5262,-88.791,-0.0443,-0.0131,-0.112
351.264,9457.700,-64.4272,-25.7788,-85.022,-64.5272,-25.7836,-85.251,-0.1001,-0.0048,-0.229
354.058,9458.700,-64.4023,-26.0368,-85.035,-64.4398,-26.0533,-85.037,-0.0375,-0.0164,-0.002
356.872,9459.700,-64.3764,-26.3034,-86.012,-64.4314,-26.3214,-85.736,-0.0550,-0.0180,0.277
359.657,9460.700,-64.3567,-26.5661,-89.119,-64.4680,-26.5847,-88.665,-0.1113,-0.0186,0.454
362.423,9461.700,-64.3572,-26.8275,-86.178,-64.5148,-26.8369,-85.928,-0.1576,-0.0094,0.249
365.183,9462.700,-64.3418,-27.0958,-86.377,-64.4646,-27.1114,-86.008,-0.1228,-0.0156,0.370
367.966,9463.700,-64.3240,-27.3719,-86.488,-64.4455,-27.3806,-86.018,-0.1215,-0.0087,0.470
370.784,9464.700,-64.3106,-27.6341,-89.374,-64.3895,-27.6372,-88.732,-0.0788,-0.0031,0.642
373.557,9465.700,-64.3089,-27.9023,-90.457,-64.3780,-27.9005,-89.742,-0.0691,0.0019,0.715
376.290,9466.700,-64.3147,-28.1670,-91.052,-64.4234,-28.1803,-90.502,-0.1087,-0.0134,0.550
379.174,9467.700,-64.3197,-28.4345,-90.133,-64.3953,-28.4474,-89.644,-0.0755,-0.0129,0.488
381.932,9468.700,-64.3219,-28.7057,-88.875,-64.4228,-28.7204,-88.432,-0.1009,-0.0147,0.443
384.701,9469.700,-64.3157,-28.9764,-89.686,-64.3929,-28.9855,-89.101,-0.0772,-0.0091,0.586
387.478,9470.700,-64.3124,-29.2449,-92.089,-64.3965,-29.2614,-91.572,-0.0841,-0.0166,0.516
390.314,9471.700,-64.3215,-29.5159,-92.653,-64.3700,-29.5640,-92.219,-0.0485,-0.0481,0.434
393.079,9472.700,-64.3338,-29.7893,-93.262,-64.3347,-29.8542,-92.842,-0.0009,-0.0648,0.420
395.980,9473.700,-64.3490,-30.0549,-94.795,-64.3716,-30.1201,-94.554,-0.0227,-0.0652,0.241
398.822,9474.700,-64.3698,-30.3222,-92.960,-64.3461,-30.3672,-92.915,0.0237,-0.0449,0.044
401.619,9475.700,-64.3874,-30.5858,-89.976,-64.4523,-30.6091,-90.056,-0.0650,-0.0234,-0.080
404.313,9476.700,-64.3866,-30.8577,-88.918,-64.4615,-30.8912,-88.776,-0.0749,-0.0335,0.142
407.103,9477.700,-64.3814,-31.1335,-89.398,-64.4141,-31.1856,-89.275,-0.0326,-0.0521,0.123
409.877,9478.700,-64.3813,-31.4035,-88.863,-64.4565,-31.4482,-88.746,-0.0752,-0.0447,0.116
412.667,9479.700,-64.3762,-31.6700,-86.788,-64.4429,-31.7245,-86.487,-0.0667,-0.0545,0.300
415.512,9480.700,-64.3636,-31.9349,-88.328,-64.5072,-31.9832,-87.880,-0.1435,-0.0483,0.448
418.331,9481.700,-64.3529,-32.2056,-88.214,-64.4381,-32.2433,-87.643,-0.0853,-0.0377,0.571
421.078,9482.700,-64.3439,-32.4805,-89.388,-64.4155,-32.5325,-88.759,-0.0716,-0.0521,0.630
423.954,9483.700,-64.3426,-32.7500,-88.751,-64.4270,-32.7919,-88.194,-0.0844,-0.0419,0.556
427.147,9484.700,-64.3352,-33.0226,-90.153,-64.3679,-33.0489,-89.709,-0.0327,-0.0263,0.445
429.986,9485.700,-64.3346,-33.2963,-91.337,-64.3703,-33.3224,-91.000,-0.0357,-0.0261,0.337
432.818,9486.700,-64.3409,-33.5693,-91.700,-64.3979,-33.5781,-91.305,-0.0570,-0.0088,0.394
435.624,9487.700,-64.3498,-33.8397,-91.198,-64.4604,-33.8586,-90.801,-0.1106,-0.0188,0.397
438.373,9488.700,-64.3546,-34.1137,-91.346,-64.3766,-34.1366,-91.053,-0.0220,-0.0229,0.293
441.147,9489.700,-64.3609,-34.3825,-92.472,-64.3674,-34.3826,-92.235,-0.0065,-0.0001,0.237
443.945,9490.700,-64.3733,-34.6482,-94.594,-64.3581,-34.6803,-94.545,0.0153,-0.0322,0.048
446.662,9491.700,-64.3956,-34.9244,-94.696,-64.3257,-34.9662,-94.921,0.0699,-0.0418,-0.225
449.421,9492.700,-64.4209,-35.1832,-92.291,-64.4377,-35.2046,-92.631,-0.0168,-0.0214,-0.340
452.168,9493.700,-64.4326,-35.4478,-89.636,-64.3837,-35.4603,-90.043,0.0490,-0.0125,-0.407
454.939,9494.700,-64.4298,-35.7142,-89.659,-64.3734,-35.7287,-89.919,0.0564,-0.0145,-0.261
457.666,9495.700,-64.4334,-35.9838,-87.723,-64.4771,-36.0046,-87.923,-0.0437,-0.0208,-0.199
460.447,9496.700,-64.4225,-36.2508,-84.890,-64.4845,-36.2647,-84.973,-0.0621,-0.0139,-0.083
463.189,9497.700,-64.3948,-36.5210,-86.840,-64.4692,-36.5485,-86.792,-0.0744,-0.0274,0.049
465.966,9498.700,-64.3761,-36.7720,-90.985,-64.3427,-36.8012,-90.683,0.0334,-0.0292,0.302
468.770,9499.700,-64.3817,-37.0404,-90.300,-64.3896,-37.0812,-90.119,-0.0079,-0.0409,0.180
471.537,9500.700,-64.3836,-37.3134,-90.934,-64.4468,-37.3665,-90.655,-0.0632,-0.0531,0.279
474.285,9501.700,-64.3863,-37.5888,-91.173,-64.3910,-37.6361,-90.952,-0.0047,-0.0474,0.222
477.169,9502.700,-64.3933,-37.8607,-91.403,-64.4522,-37.8969,-91.187,-0.0590,-0.0362,0.216
479.936,9503.700,-64.4037,-38.1150,-88.818,-64.4874,-38.1341,-88.739,-0.0837,-0.0191,0.080
482.673,9504.700,-64.3937,-38.3791,-90.618,-64.3921,-38.3970,-90.439,0.0016,-0.0179,0.180
485.413,9505.700,-64.3975,-38.6538,-90.274,-64.4812,-38.6689,-90.228,-0.0837,-0.0151,0.046
488.143,9506.700,-64.3973,-38.9178,-87.279,-64.4988,-38.9491,-87.283,-0.1015,-0.0313,-0.003
490.934,9507.700,-64.3841,-39.1812,-85.830,-64.4207,-39.1959,-85.774,-0.0366,-0.0147,0.056
493.798,9508.700,-64.3644,-39.4541,-86.333,-64.4485,-39.4701,-86.043,-0.0842,-0.0160,0.290
496.545,9509.700,-64.3471,-39.7160,-88.917,-64.4067,-39.7360,-88.468,-0.0595,-0.0200,0.449
499.234,9510.700,-64.3390,-39.9861,-89.164,-64.4434,-40.0242,-88.591,-0.1044,-0.0381,0.572
502.015,9511.700,-64.3360,-40.2622,-88.286,-64.4852,-40.3013,-87.718,-0.1491,-0.0391,0.568
504.685,9512.700,-64.3312,-40.5280,-85.470,-64.5370,-40.5649,-84.849,-0.2058,-0.0369,0.621
507.384,9513.700,-64.3074,-40.7938,-85.644,-64.4506,-40.8373,-84.789,-0.1432,-0.0436,0.855
510.242,9514.700,-64.2867,-41.0561,-88.064,-64.4263,-41.1182,-87.087,-0.1395,-0.0621,0.977
513.139,9515.700,-64.2727,-41.3249,-91.173,-64.3949,-41.3827,-90.159,-0.1222,-0.0578,1.014
515.916,9516.700,-64.2755,-41.5929,-93.947,-64.3242,-41.6289,-93.063,-0.0487,-0.0360,0.884
518.649,9517.700,-64.2955,-41.8683,-94.711,-64.3528,-41.9137,-94.103,-0.0573,-0.0453,0.608
521.477,9518.700,-64.3177,-42.1393,-96.066,-64.3389,-42.2077,-95.770,-0.0213,-0.0684,0.295
524.257,9519.700,-64.3462,-42.4105,-96.369,-64.3734,-42.4586,-96.316,-0.0272,-0.0481,0.053
527.026,9520.700,-64.3803,-42.6707,-93.989,-64.4011,-42.7032,-94.075,-0.0208,-0.0325,-0.087
529.759,9521.700,-64.4028,-42.9272,-89.501,-64.4048,-42.9608,-89.552,-0.0020,-0.0335,-0.051
532.559,9522.700,-64.4032,-43.2003,-90.110,-64.4356,-43.2507,-90.025,-0.0324,-0.0503,0.085
535.441,9523.700,-64.4042,-43.4721,-89.981,-64.4065,-43.5039,-89.960,-0.0023,-0.0317,0.020
538.281,9524.700,-64.4029,-43.7377,-91.285,-64.3396,-43.7458,-91.232,0.0634,-0.0080,0.053
541.166,9525.700,-64.4091,-44.0119,-91.756,-64.4207,-44.0364,-91.798,-0.0116,-0.0245,-0.042
544.004,9526.700,-64.4156,-44.2733,-90.045,-64.4812,-44.3050,-90.161,-0.0656,-0.0318,-0.116
546.784,9527.700,-64.4155,-44.5408,-89.019,-64.3965,-44.5858,-89.153,0.0190,-0.0450,-0.134
549.583,9528.700,-64.4129,-44.8094,-89.990,-64.4362,-44.8671,-90.012,-0.0233,-0.0577,-0.022
552.308,9529.700,-64.4145,-45.0739,-87.485,-64.4772,-45.0974,-87.659,-0.0627,-0.0235,-0.174
555.058,9530.700,-64.4042,-45.3348,-85.293,-64.4279,-45.3686,-85.304,-0.0237,-0.0338,-0.011
557.772,9531.700,-64.3819,-45.5955,-86.125,-64.4085,-45.6364,-86.063,-0.0266,-0.0408,0.062
560.561,9532.700,-64.3721,-45.8396,-89.836,-64.4189,-45.8620,-89.542,-0.0468,-0.0224,0.293
563.347,9533.700,-64.3731,-46.1069,-87.275,-64.4770,-46.1327,-87.013,-0.1039,-0.0258,0.263
566.129,9534.700,-64.3588,-46.3805,-87.648,-64.4283,-46.4039,-87.337,-0.0695,-0.0234,0.311
569.165,9535.700,-64.3450,-46.6522,-89.145,-64.4302,-46.6728,-88.776,-0.0851,-0.0206,0.370
571.949,9536.700,-64.3370,-46.9165,-91.329,-64.3162,-46.9071,-90.923,0.0208,0.0094,0.406
574.662,9537.700,-64.3452,-47.1881,-93.674,-64.3971,-47.1861,-93.418,-0.0520,0.0020,0.256
577.737,9538.700,-64.3634,-47.4507,-91.935,-64.4215,-47.4580,-91.807,-0.0580,-0.0073,0.128
580.394,9539.700,-64.3696,-47.7200,-92.665,-64.3615,-47.7309,-92.490,0.0081,-0.0109,0.175
583.264,9540.700,-64.3832,-47.9876,-94.763,-64.3527,-48.0097,-94.746,0.0305,-0.0220,0.017
586.132,9541.700,-64.4060,-48.2582,-95.288,-64.3305,-48.2876,-95.562,0.0755,-0.0294,-0.274
588.882,9542.700,-64.4318,-48.5216,-91.880,-64.4204,-48.5371,-92.293,0.0114,-0.0155,-0.413
591.644,9543.700,-64.4415,-48.7773,-89.050,-64.4284,-48.7813,-89.368,0.0131,-0.0040,-0.318
594.387,9544.700,-64.4372,-49.0506,-89.614,-64.4231,-49.0699,-89.879,0.0141,-0.0192,-0.264
597.174,9545.700,-64.4352,-49.3185,-88.688,-64.4969,-49.3522,-88.850,-0.0617,-0.0337,-0.162
600.029,9546.700,-64.4268,-49.5838,-87.296,-64.4794,-49.5889,-87.367,-0.0527,-0.0051,-0.072
602.820,9547.700,-64.4142,-49.8589,-86.588,-64.4383,-49.8668,-86.710,-0.0241,-0.0079,-0.122
605.575,9548.700,-64.3966,-50.1281,-86.330,-64.4948,-50.1281,-86.281,-0.0982,0.0001,0.049
608.467,9549.700,-64.3766,-50.3861,-87.439,-64.4032,-50.3838,-87.182,-0.0266,0.0023,0.256
611.331,9550.700,-64.3651,-50.6541,-88.514,-64.3921,-50.6346,-88.237,-0.0270,0.0195,0.277
614.160,9551.700,-64.3590,-50.9227,-87.884,-64.4959,-50.9146,-87.520,-0.1369,0.0081,0.364
616.980,9552.700,-64.3497,-51.1913,-85.981,-64.4572,-51.1750,-85.617,-0.1075,0.0163,0.364
619.934,9553.700,-64.3301,-51.4618,-87.757,-64.4558,-51.4485,-87.259,-0.1256,0.0133,0.497
622.823,9554.700,-64.3187,-51.7222,-89.274,-64.4174,-51.7213,-88.699,-0.0987,0.0009,0.575
625.586,9555.700,-64.3164,-51.9832,-87.785,-64.4928,-51.9734,-87.403,-0.1764,0.0097,0.382
628.403,9556.700,-64.3026,-52.2399,-89.800,-64.3732,-52.2314,-89.294,-0.0706,0.0085,0.506
631.209,9557.700,-64.3011,-52.5114,-90.680,-64.4076,-52.5047,-90.096,-0.1064,0.0067,0.583
633.969,9558.700,-64.3033,-52.7829,-91.230,-64.3713,-52.7749,-90.645,-0.0680,0.0080,0.585
636.757,9559.700,-64.3099,-53.0569,-90.527,-64.4407,-53.0482,-89.991,-0.1308,0.0087,0.536
639.603,9560.700,-64.3105,-53.3245,-90.173,-64.3713,-53.3145,-89.675,-0.0608,0.0099,0.498
642.495,9561.700,-64.3087,-53.5875,-90.433,-64.3691,-53.5862,-89.953,-0.0604,0.0013,0.480
645.321,9562.700,-64.3117,-53.8594,-90.735,-64.4298,-53.8648,-90.168,-0.1181,-0.0054,0.567
648.113,9563.700,-64.3154,-54.1327,-91.005,-64.3883,-54.1430,-90.506,-0.0729,-0.0104,0.500
650.924,9564.700,-64.3196,-54.4077,-91.187,-64.3986,-54.3919,-90.676,-0.0790,0.0158,0.511
653.920,9565.700,-64.3256,-54.6839,-91.107,-64.4072,-54.6568,-90.690,-0.0816,0.0271,0.417
