# scout01 통로 7 구동감시 오탐 정지 — 추정 점프 순간 전후 90/60초 (10 Hz)
# t_wall_s 는 참값 기록 시작 기준. gt=gz 참값, est=map→base_link TF.
t_wall_s,t_sim_s,gt_x,gt_y,gt_yaw_deg,est_x,est_y,est_yaw_deg,err_x,err_y,err_yaw_deg
9937.887,12856.400,-30.0673,40.2359,89.475,-29.7677,40.2719,89.088,0.2996,0.0361,-0.387
9938.157,12856.500,-30.0664,40.2629,89.702,-29.7673,40.2986,89.297,0.2992,0.0357,-0.406
9938.442,12856.600,-30.0661,40.2902,89.812,-29.8048,40.3249,89.337,0.2613,0.0346,-0.476
9938.710,12856.700,-30.0660,40.3181,89.785,-29.8045,40.3527,89.312,0.2615,0.0346,-0.473
9938.997,12856.800,-30.0660,40.3457,89.730,-29.8175,40.3638,89.227,0.2484,0.0181,-0.503
9939.255,12856.900,-30.0659,40.3729,89.624,-29.8171,40.3912,89.120,0.2488,0.0183,-0.504
9939.526,12857.000,-30.0659,40.4003,89.566,-29.7926,40.4247,89.078,0.2733,0.0243,-0.488
9939.794,12857.100,-30.0656,40.4279,89.647,-29.7922,40.4523,89.156,0.2735,0.0244,-0.490
9940.073,12857.200,-30.0653,40.4554,89.660,-29.8226,40.4880,89.102,0.2427,0.0326,-0.559
9940.363,12857.300,-30.0653,40.4827,89.513,-29.8222,40.5153,88.952,0.2431,0.0326,-0.560
9940.632,12857.400,-30.0650,40.5098,89.509,-29.7388,40.5382,89.010,0.3262,0.0283,-0.499
9940.945,12857.500,-30.0631,40.5348,90.015,-29.7385,40.5637,89.486,0.3246,0.0289,-0.529
9941.226,12857.600,-30.0618,40.5603,90.428,-29.7575,40.6034,89.899,0.3043,0.0431,-0.529
9941.525,12857.700,-30.0612,40.5868,90.717,-29.7576,40.6301,90.189,0.3036,0.0432,-0.528
9941.790,12857.800,-30.0609,40.6133,90.954,-29.7429,40.6617,90.498,0.3180,0.0484,-0.456
9942.057,12857.900,-30.0609,40.6397,91.193,-29.7432,40.6881,90.750,0.3178,0.0484,-0.443
9942.349,12858.000,-30.0615,40.6664,91.329,-29.8283,40.7197,90.808,0.2332,0.0533,-0.522
9942.676,12858.100,-30.0628,40.6932,91.038,-29.8286,40.7460,90.559,0.2342,0.0527,-0.479
9942.957,12858.200,-30.0638,40.7200,90.814,-29.7888,40.7748,90.346,0.2749,0.0548,-0.468
9943.226,12858.300,-30.0642,40.7479,90.798,-29.7890,40.8027,90.329,0.2752,0.0548,-0.469
9943.505,12858.400,-30.0645,40.7754,90.712,-29.8599,40.8203,90.153,0.2046,0.0448,-0.559
9943.782,12858.500,-30.0655,40.8000,90.399,-29.8599,40.8457,89.838,0.2056,0.0457,-0.561
9944.070,12858.600,-30.0667,40.8239,90.105,-29.8547,40.8662,89.549,0.2119,0.0423,-0.556
9944.353,12858.700,-30.0675,40.8495,89.809,-29.8544,40.8921,89.263,0.2130,0.0426,-0.545
9944.614,12858.800,-30.0676,40.8763,89.633,-29.7867,40.9110,89.159,0.2809,0.0346,-0.474
9944.888,12858.900,-30.0671,40.9036,89.749,-29.7863,40.9384,89.269,0.2808,0.0348,-0.481
9945.187,12859.000,-30.0667,40.9308,89.905,-29.7669,40.9540,89.499,0.2998,0.0231,-0.406
9945.486,12859.100,-30.0662,40.9573,90.111,-29.8512,40.9830,89.659,0.2150,0.0258,-0.453
9945.777,12859.200,-30.0667,40.9840,89.909,-29.8511,41.0093,89.489,0.2156,0.0253,-0.419
9946.108,12859.300,-30.0674,41.0111,89.621,-29.8252,41.0350,89.283,0.2422,0.0239,-0.338
9946.372,12859.400,-30.0676,41.0385,89.443,-29.8248,41.0621,89.102,0.2429,0.0236,-0.340
9946.647,12859.500,-30.0678,41.0657,89.254,-29.9075,41.0865,88.760,0.1602,0.0207,-0.494
9946.927,12859.600,-30.0686,41.0912,88.591,-29.9069,41.1108,88.242,0.1617,0.0196,-0.349
9947.202,12859.700,-30.0691,41.1163,87.947,-29.8656,41.1334,87.641,0.2036,0.0172,-0.307
9947.477,12859.800,-30.0690,41.1425,87.575,-29.8644,41.1598,87.231,0.2047,0.0173,-0.345
9947.777,12859.900,-30.0682,41.1689,87.420,-29.7822,41.1731,87.134,0.2860,0.0041,-0.286
9948.028,12860.000,-30.0664,41.1953,87.781,-29.7810,41.1993,87.490,0.2854,0.0041,-0.292
9948.301,12860.100,-30.0650,41.2224,88.004,-29.8167,41.2288,87.657,0.2483,0.0064,-0.347
9948.580,12860.200,-30.0641,41.2501,88.046,-29.8156,41.2565,87.706,0.2485,0.0064,-0.340
9948.878,12860.300,-30.0630,41.2777,88.045,-29.8573,41.2641,87.648,0.2058,-0.0137,-0.398
9949.157,12860.400,-30.0622,41.3042,87.850,-29.8561,41.2908,87.472,0.2061,-0.0134,-0.378
9949.444,12860.500,-30.0613,41.3308,87.594,-29.9349,41.3452,87.111,0.1264,0.0144,-0.482
9949.728,12860.600,-30.0617,41.3549,86.851,-29.9335,41.3693,86.430,0.1282,0.0144,-0.421
9950.010,12860.700,-30.0612,41.3787,86.295,-29.9042,41.4101,85.905,0.1570,0.0314,-0.390
9950.290,12860.800,-30.0597,41.4041,85.872,-29.9023,41.4358,85.498,0.1575,0.0318,-0.374
9950.578,12860.900,-30.0581,41.4299,85.748,-29.7914,41.4624,85.401,0.2666,0.0325,-0.348
9950.893,12861.000,-30.0557,41.4567,86.056,-29.7894,41.4881,85.690,0.2663,0.0314,-0.366
9951.172,12861.100,-30.0536,41.4834,86.207,-29.9192,41.5145,85.779,0.1344,0.0311,-0.427
9951.434,12861.200,-30.0523,41.5083,85.760,-29.9173,41.5398,85.387,0.1350,0.0315,-0.372
9951.718,12861.300,-30.0509,41.5336,85.474,-29.8543,41.5764,85.078,0.1966,0.0428,-0.396
9952.023,12861.400,-30.0487,41.5615,85.489,-29.8520,41.6042,85.089,0.1967,0.0428,-0.400
9952.312,12861.500,-30.0466,41.5890,85.571,-29.8230,41.6169,85.099,0.2236,0.0278,-0.473
9952.584,12861.600,-30.0441,41.6159,85.771,-29.8208,41.6435,85.297,0.2233,0.0276,-0.474
9952.908,12861.700,-30.0417,41.6432,85.923,-29.8508,41.6655,85.376,0.1909,0.0223,-0.547
9953.175,12861.800,-30.0397,41.6710,85.935,-29.8485,41.6933,85.387,0.1912,0.0223,-0.548
9953.474,12861.900,-30.0377,41.6987,85.971,-29.8422,41.7094,85.353,0.1955,0.0106,-0.618
9953.737,12862.000,-30.0358,41.7263,86.032,-29.8400,41.7369,85.414,0.1958,0.0106,-0.619
9954.013,12862.100,-30.0339,41.7535,85.996,-29.9141,41.7645,85.312,0.1199,0.0110,-0.684
9954.295,12862.200,-30.0327,41.7788,85.574,-29.9119,41.7902,84.926,0.1208,0.0114,-0.648
9954.572,12862.300,-30.0313,41.8047,85.229,-29.8870,41.8087,84.539,0.1443,0.0040,-0.689
9954.857,12862.400,-30.0292,41.8315,85.077,-29.8844,41.8357,84.375,0.1448,0.0042,-0.701
9955.144,12862.500,-30.0270,41.8581,84.891,-29.9288,41.8813,84.094,0.0982,0.0231,-0.796
9955.408,12862.600,-30.0250,41.8832,84.515,-29.9261,41.9069,83.719,0.0989,0.0237,-0.796
9955.733,12862.700,-30.0229,41.9088,84.320,-29.8821,41.9353,83.554,0.1407,0.0264,-0.766
9955.978,12862.800,-30.0202,41.9364,84.284,-29.8790,41.9629,83.516,0.1412,0.0264,-0.768
9956.246,12862.900,-30.0176,41.9638,84.188,-29.9164,41.9945,83.357,0.1013,0.0306,-0.830
9956.535,12863.000,-30.0159,41.9900,83.919,-29.9132,42.0209,83.080,0.1027,0.0309,-0.839
9956.809,12863.100,-30.0138,42.0161,83.646,-29.9378,42.0454,82.737,0.0761,0.0293,-0.909
9957.098,12863.200,-30.0125,42.0420,83.222,-29.9343,42.0714,82.303,0.0782,0.0294,-0.918
9957.404,12863.300,-30.0102,42.0680,83.085,-29.8472,42.1008,82.169,0.1630,0.0328,-0.916
9957.675,12863.400,-30.0073,42.0940,83.325,-29.8437,42.1269,82.466,0.1635,0.0329,-0.858
9957.970,12863.500,-30.0044,42.1199,83.373,-29.9792,42.1701,82.384,0.0251,0.0502,-0.989
9958.236,12863.600,-30.0022,42.1457,82.959,-29.9759,42.1947,82.012,0.0263,0.0490,-0.947
9958.522,12863.700,-29.9993,42.1709,82.629,-29.8237,42.2148,81.753,0.1756,0.0439,-0.875
9958.788,12863.800,-29.9955,42.1947,82.913,-29.8202,42.2397,82.038,0.1754,0.0450,-0.875
9959.074,12863.900,-29.9921,42.2185,83.062,-29.8884,42.2752,82.092,0.1036,0.0567,-0.971
9959.343,12864.000,-29.9887,42.2459,83.091,-29.8846,42.3027,82.117,0.1041,0.0568,-0.975
9959.626,12864.100,-29.9853,42.2729,83.193,-29.8203,42.3310,82.243,0.1650,0.0581,-0.951
9959.901,12864.200,-29.9818,42.2984,83.643,-29.8170,42.3561,82.633,0.1649,0.0577,-1.011
9960.205,12864.300,-29.9778,42.3245,84.125,-29.8097,42.3694,83.020,0.1681,0.0449,-1.105
9960.488,12864.400,-29.9739,42.3507,84.603,-29.8068,42.3945,83.478,0.1671,0.0438,-1.125
9960.768,12864.500,-29.9703,42.3766,85.183,-29.7396,42.4003,84.057,0.2308,0.0237,-1.126
9961.078,12864.600,-29.9673,42.4015,86.015,-29.7374,42.4234,84.916,0.2299,0.0218,-1.099
9961.349,12864.700,-29.9663,42.4266,86.773,-29.6514,42.4158,85.717,0.3149,-0.0109,-1.055
9961.620,12864.800,-29.9640,42.4503,87.688,-29.6500,42.4365,86.642,0.3140,-0.0139,-1.046
9961.896,12864.900,-29.9610,42.4731,88.568,-29.7624,42.4570,87.377,0.1986,-0.0161,-1.192
9962.169,12865.000,-29.9584,42.4987,89.120,-29.7613,42.4826,87.935,0.1971,-0.0161,-1.185
9962.478,12865.100,-29.9563,42.5246,89.618,-29.6130,42.5036,88.580,0.3433,-0.0209,-1.037
9962.770,12865.200,-29.9530,42.5499,90.535,-29.6126,42.5244,89.439,0.3403,-0.0255,-1.095
9963.064,12865.300,-29.9488,42.5726,91.798,-29.6842,42.5312,90.553,0.2646,-0.0414,-1.244
9963.360,12865.400,-29.9477,42.5971,92.501,-29.6846,42.5555,91.308,0.2631,-0.0417,-1.192
9963.665,12865.500,-29.9463,42.6214,93.295,-29.5995,42.5834,92.150,0.3467,-0.0380,-1.145
9964.002,12865.600,-29.9440,42.6431,94.445,-29.6006,42.6054,93.176,0.3434,-0.0377,-1.269
9964.289,12865.700,-29.9428,42.6664,95.505,-29.5661,42.6380,94.462,0.3767,-0.0284,-1.043
9964.592,12865.800,-29.9427,42.6886,96.538,-29.4818,42.6591,95.433,0.4609,-0.0294,-1.105
9964.895,12865.900,-29.9422,42.7102,97.599,-29.4840,42.6796,96.586,0.4582,-0.0305,-1.014
9965.172,12866.000,-29.9422,42.7303,98.698,-29.4580,42.7330,97.764,0.4842,0.0027,-0.934
9965.460,12866.100,-29.9417,42.7490,100.027,-29.4610,42.7531,99.040,0.4807,0.0041,-0.987
9965.749,12866.200,-29.9413,42.7685,101.426,-29.5199,42.7891,100.462,0.4214,0.0205,-0.964
9966.040,12866.300,-29.9432,42.7903,102.353,-29.5243,42.8114,101.545,0.4188,0.0211,-0.808
9966.314,12866.400,-29.9489,42.8132,102.805,-29.5453,42.8694,102.147,0.4036,0.0562,-0.658
9966.596,12866.500,-29.9556,42.8362,103.309,-29.5502,42.8904,102.558,0.4055,0.0543,-0.752
9966.892,12866.600,-29.9616,42.8596,103.630,-29.5031,42.9486,102.967,0.4585,0.0890,-0.664
9967.175,12866.700,-29.9662,42.8833,104.309,-29.5088,42.9725,103.627,0.4574,0.0893,-0.682
9967.448,12866.800,-29.9698,42.9069,105.114,-29.5771,42.9838,104.506,0.3928,0.0769,-0.608
9967.752,12866.900,-29.9760,42.9327,105.384,-29.5847,43.0127,104.854,0.3913,0.0800,-0.530
9968.029,12867.000,-29.9833,42.9594,105.429,-29.5600,43.0426,105.000,0.4233,0.0832,-0.430
9968.315,12867.100,-29.9904,42.9856,105.565,-29.5671,43.0690,105.115,0.4233,0.0834,-0.450
9968.604,12867.200,-29.9974,43.0117,105.710,-29.5955,43.0905,105.376,0.4019,0.0788,-0.335
9968.906,12867.300,-30.0049,43.0383,105.672,-29.6028,43.1170,105.351,0.4022,0.0788,-0.320
9969.187,12867.400,-30.0124,43.0646,105.605,-29.5847,43.1483,105.380,0.4277,0.0837,-0.226
9969.470,12867.500,-30.0199,43.0914,105.579,-29.5920,43.1750,105.351,0.4279,0.0837,-0.227
9969.761,12867.600,-30.0274,43.1181,105.539,-29.5846,43.1991,105.415,0.4427,0.0811,-0.124
9970.016,12867.700,-30.0348,43.1449,105.519,-29.5920,43.2260,105.392,0.4428,0.0811,-0.128
9970.281,12867.800,-30.0423,43.1716,105.471,-29.5522,43.2578,105.444,0.4901,0.0862,-0.026
9970.565,12867.900,-30.0493,43.1976,105.572,-29.5595,43.2839,105.532,0.4899,0.0864,-0.040
9970.826,12868.000,-30.0565,43.2235,105.664,-29.6140,43.2835,105.729,0.4424,0.0600,0.065
9971.119,12868.100,-30.0640,43.2496,105.530,-29.6213,43.3095,105.632,0.4426,0.0599,0.103
9971.418,12868.200,-30.0715,43.2753,105.293,-29.6251,43.3406,105.515,0.4464,0.0653,0.223
9971.729,12868.300,-30.0787,43.3011,105.062,-29.6321,43.3662,105.245,0.4467,0.0651,0.183
9972.020,12868.400,-30.0864,43.3267,104.737,-29.6266,43.3937,105.054,0.4598,0.0669,0.317
9972.279,12868.500,-30.0939,43.3526,104.451,-29.6335,43.4195,104.775,0.4604,0.0669,0.323
9972.581,12868.600,-30.1008,43.3789,104.347,-29.6123,43.4350,104.715,0.4885,0.0561,0.368
9972.847,12868.700,-30.1076,43.4055,104.263,-29.6193,43.4615,104.638,0.4884,0.0561,0.375
9973.134,12868.800,-30.1144,43.4319,104.195,-29.5959,43.5016,104.664,0.5184,0.0696,0.470
9973.402,12868.900,-30.1213,43.4590,104.189,-29.6030,43.5286,104.659,0.5182,0.0696,0.470
9973.685,12869.000,-30.1280,43.4858,104.125,-29.6538,43.5554,104.682,0.4742,0.0696,0.557
9973.964,12869.100,-30.1347,43.5110,103.816,-29.6603,43.5805,104.394,0.4745,0.0694,0.578
9974.258,12869.200,-30.1411,43.5358,103.552,-29.6596,43.5924,104.232,0.4816,0.0566,0.681
9974.570,12869.300,-30.1474,43.5595,103.375,-29.6659,43.6175,104.042,0.4814,0.0580,0.667
9974.842,12869.400,-30.1537,43.5832,103.072,-29.7244,43.6217,103.787,0.4293,0.0385,0.714
9975.116,12869.500,-30.1612,43.6060,102.142,-29.7299,43.6449,102.984,0.4313,0.0388,0.842
9975.404,12869.600,-30.1688,43.6296,101.281,-29.7135,43.6601,102.160,0.4553,0.0306,0.879
9975.693,12869.700,-30.1758,43.6538,100.601,-29.7186,43.6846,101.432,0.4572,0.0308,0.831
9975.992,12869.800,-30.1804,43.6786,100.294,-29.7816,43.6706,101.145,0.3989,-0.0080,0.851
9976.280,12869.900,-30.1861,43.7005,99.506,-29.7858,43.6932,100.394,0.4003,-0.0074,0.888
9976.555,12870.000,-30.1922,43.7217,98.736,-29.7571,43.7080,99.743,0.4351,-0.0137,1.007
9976.858,12870.100,-30.1975,43.7451,98.116,-29.7612,43.7322,99.120,0.4363,-0.0129,1.004
9977.148,12870.200,-30.2022,43.7685,97.537,-29.7607,43.7498,98.681,0.4416,-0.0188,1.144
9977.439,12870.300,-30.2072,43.7931,96.850,-29.7643,43.7745,97.984,0.4429,-0.0186,1.134
9977.749,12870.400,-30.2116,43.8173,96.137,-29.8121,43.7918,97.313,0.3995,-0.0255,1.176
9978.029,12870.500,-30.2163,43.8402,95.192,-29.8149,43.8153,96.389,0.4015,-0.0249,1.197
9978.297,12870.600,-30.2208,43.8644,94.435,-29.7548,43.8409,95.603,0.4660,-0.0235,1.168
9978.579,12870.700,-30.2235,43.8904,94.200,-29.7573,43.8674,95.381,0.4662,-0.0231,1.182
9978.860,12870.800,-30.2249,43.9177,94.139,-29.6268,43.9065,95.388,0.5981,-0.0113,1.250
9979.140,12870.900,-30.2256,43.9435,94.630,-29.6291,43.9310,95.801,0.5964,-0.0125,1.171
9979.429,12871.000,-30.2258,43.9686,95.240,-29.6204,43.9697,96.459,0.6054,0.0011,1.219
9979.712,12871.100,-30.2266,43.9932,95.840,-29.6237,43.9975,97.117,0.6029,0.0043,1.278
9980.001,12871.200,-30.2281,44.0189,96.281,-29.6610,44.0157,97.425,0.5671,-0.0032,1.144
9980.272,12871.300,-30.2309,44.0456,96.443,-29.6645,44.0422,97.607,0.5664,-0.0034,1.164
9980.561,12871.400,-30.2339,44.0727,96.553,-29.6896,44.0708,97.816,0.5443,-0.0020,1.263
9980.858,12871.500,-30.2371,44.1005,96.553,-29.6929,44.0951,97.815,0.5442,-0.0053,1.262
9981.138,12871.600,-30.2403,44.1279,96.490,-29.7693,44.1338,97.698,0.4710,0.0059,1.208
9981.435,12871.700,-30.2437,44.1534,96.142,-29.7727,44.1586,97.415,0.4710,0.0052,1.273
9981.728,12871.800,-30.2474,44.1779,95.798,-29.7204,44.1843,97.142,0.5270,0.0064,1.344
9982.041,12871.900,-30.2505,44.2046,95.659,-29.7237,44.2113,97.006,0.5268,0.0067,1.347
9982.326,12872.000,-30.2536,44.2311,95.453,-29.7579,44.2395,96.775,0.4957,0.0084,1.322
9982.582,12872.100,-30.2571,44.2565,95.108,-29.7609,44.2653,96.448,0.4962,0.0088,1.340
9982.870,12872.200,-30.2603,44.2827,94.814,-29.7005,44.3082,96.211,0.5598,0.0255,1.396
9983.151,12872.300,-30.2626,44.3103,94.877,-29.7035,44.3357,96.275,0.5591,0.0254,1.398
9983.427,12872.400,-30.2649,44.3379,94.885,-29.7350,44.3520,96.267,0.5299,0.0140,1.381
9983.702,12872.500,-30.2675,44.3650,94.736,-29.7380,44.3789,96.141,0.5296,0.0139,1.405
9984.002,12872.600,-30.2700,44.3917,94.674,-29.6703,44.4072,96.130,0.5997,0.0155,1.455
9984.287,12872.700,-30.2713,44.4183,94.996,-29.6732,44.4335,96.447,0.5981,0.0153,1.450
9984.583,12872.800,-30.2732,44.4448,95.098,-29.7546,44.4511,96.529,0.5186,0.0063,1.430
9984.857,12872.900,-30.2766,44.4709,94.712,-29.7575,44.4771,96.134,0.5191,0.0062,1.423
9985.175,12873.000,-30.2795,44.4977,94.442,-29.7313,44.5059,95.952,0.5481,0.0082,1.510
9985.457,12873.100,-30.2817,44.5249,94.317,-29.7341,44.5331,95.821,0.5476,0.0082,1.503
9985.734,12873.200,-30.2841,44.5519,94.112,-29.7538,44.5495,95.667,0.5303,-0.0024,1.555
9986.012,12873.300,-30.2865,44.5784,93.810,-29.7564,44.5761,95.349,0.5301,-0.0023,1.540
9986.295,12873.400,-30.2886,44.6048,93.612,-29.7491,44.6013,95.250,0.5395,-0.0034,1.639
9986.592,12873.500,-30.2905,44.6316,93.435,-29.7516,44.6283,95.070,0.5389,-0.0033,1.635
9986.881,12873.600,-30.2926,44.6584,93.152,-29.8492,44.6319,94.726,0.4434,-0.0265,1.574
9987.152,12873.700,-30.2962,44.6829,92.316,-29.8510,44.6554,93.954,0.4453,-0.0276,1.638
9987.433,12873.800,-30.2998,44.7074,91.420,-29.8201,44.6781,93.168,0.4797,-0.0293,1.748
9987.728,12873.900,-30.3026,44.7332,90.798,-29.8213,44.7034,92.507,0.4813,-0.0298,1.710
9987.994,12874.000,-30.3043,44.7591,90.428,-29.7488,44.7103,92.160,0.5555,-0.0488,1.731
9988.278,12874.100,-30.3041,44.7866,90.541,-29.7499,44.7378,92.265,0.5542,-0.0488,1.725
9988.581,12874.200,-30.3044,44.8140,90.546,-29.8179,44.7663,92.235,0.4865,-0.0476,1.689
9988.879,12874.300,-30.3060,44.8394,90.160,-29.8188,44.7923,91.895,0.4872,-0.0472,1.735
9989.139,12874.400,-30.3072,44.8657,89.798,-29.7834,44.8397,91.595,0.5237,-0.0260,1.797
9989.421,12874.500,-30.3073,44.8932,89.685,-29.7842,44.8672,91.481,0.5232,-0.0260,1.796
9989.682,12874.600,-30.3073,44.9208,89.596,-29.7796,44.9027,91.382,0.5278,-0.0181,1.786
9989.996,12874.700,-30.3072,44.9486,89.540,-29.7802,44.9305,91.327,0.5269,-0.0181,1.788
9990.269,12874.800,-30.3070,44.9764,89.514,-29.7713,44.9750,91.289,0.5357,-0.0013,1.775
9990.525,12874.900,-30.3068,45.0042,89.539,-29.7720,45.0029,91.316,0.5348,-0.0013,1.777
9990.802,12875.000,-30.3067,45.0320,89.507,-29.7968,45.0385,91.284,0.5098,0.0065,1.776
9991.079,12875.100,-30.3070,45.0593,89.329,-29.7974,45.0656,91.113,0.5096,0.0063,1.784
9991.364,12875.200,-30.3070,45.0867,89.202,-29.7770,45.0936,91.022,0.5301,0.0069,1.820
9991.645,12875.300,-30.3066,45.1147,89.212,-29.7775,45.1216,91.031,0.5291,0.0069,1.819
9991.946,12875.400,-30.3061,45.1424,89.256,-29.7475,45.1417,91.167,0.5586,-0.0007,1.911
9992.221,12875.500,-30.3054,45.1695,89.478,-29.7481,45.1718,91.400,0.5572,0.0023,1.922
9992.497,12875.600,-30.3050,45.1965,89.545,-29.8282,45.1972,91.395,0.4768,0.0007,1.850
9992.800,12875.700,-30.3060,45.2222,89.076,-29.8287,45.2232,90.969,0.4773,0.0009,1.892
9993.093,12875.800,-30.3067,45.2481,88.644,-29.8302,45.2508,90.583,0.4766,0.0027,1.938
9993.412,12875.900,-30.3071,45.2744,88.273,-29.8303,45.2770,90.200,0.4768,0.0026,1.927
9993.699,12876.000,-30.3070,45.3013,88.008,-29.8093,45.3047,89.944,0.4978,0.0034,1.936
9993.968,12876.100,-30.3062,45.3285,87.890,-29.8092,45.3321,89.829,0.4970,0.0036,1.939
9994.260,12876.200,-30.3052,45.3559,87.814,-29.7951,45.3505,89.761,0.5101,-0.0054,1.947
9994.551,12876.300,-30.3041,45.3839,87.812,-29.7950,45.3785,89.757,0.5091,-0.0054,1.946
9994.856,12876.400,-30.3032,45.4117,87.763,-29.8447,45.3979,89.653,0.4585,-0.0137,1.889
9995.135,12876.500,-30.3027,45.4383,87.477,-29.8342,45.4181,89.423,0.4685,-0.0201,1.945
9995.405,12876.600,-30.3015,45.4652,87.316,-29.8338,45.4447,89.236,0.4677,-0.0205,1.921
9995.675,12876.700,-30.3004,45.4920,87.102,-29.9617,45.4617,88.946,0.3387,-0.0303,1.844
9995.967,12876.800,-30.3002,45.5171,86.629,-29.9612,45.4855,88.458,0.3390,-0.0315,1.829
9996.227,12876.900,-30.3013,45.5376,85.681,-29.8225,45.4975,87.651,0.4789,-0.0402,1.970
9996.508,12877.000,-30.2998,45.5637,85.524,-29.8213,45.5234,87.445,0.4785,-0.0404,1.921
